Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) ,Cluster
Australia,2020,Meat & Seafood,36884.0,39028.0,110.0," 1,088 ",34.0,1
Argentina,2020,Fruits & Vegetables,25553.0,27720.0,40.0, 573 ,58.0,1
Germany,2019,Beverages,26673.0,29875.0,180.0, 237 ,46.0,1
Australia,2022,Fruits & Vegetables,27386.0,31621.0,98.0," 1,293 ",69.0,1
Japan,2020,Prepared Food,48176.0,44820.0,88.0," 1,080 ",62.0,1
China,2020,Dairy Products,30601.0,30507.0,145.0," 1,236 ",44.0,1
France,2023,Fruits & Vegetables,5350.0,5829.0,46.0," 1,251 ",45.0,0
Indonesia,2018,Bakery Items,39228.0,43604.0,116.0," 1,242 ",67.0,1
Argentina,2024,Dairy Products,16859.0,15937.0,136.0, 748 ,52.0,0
Canada,2023,Fruits & Vegetables,17628.0,20817.0,58.0, 475 ,64.0,0
Turkey,2021,Frozen Food,2661.0,3025.0,51.0, 982 ,31.0,0
Mexico,2022,Grains & Cereals,30839.0,35023.0,117.0," 1,245 ",57.0,1
India,2020,Beverages,10893.0,9820.0,41.0," 1,018 ",45.0,0
Mexico,2019,Grains & Cereals,47104.0,38308.0,63.0," 1,268 ",39.0,1
Canada,2024,Grains & Cereals,12998.0,14325.0,22.0, 138 ,54.0,0
Turkey,2020,Frozen Food,35654.0,40954.0,138.0, 315 ,34.0,1
Canada,2021,Prepared Food,28938.0,30887.0,42.0, 492 ,52.0,1
Spain,2018,Meat & Seafood,25093.0,21036.0,115.0, 605 ,31.0,0
Mexico,2024,Dairy Products,22909.0,26242.0,195.0, 960 ,49.0,0
Brazil,2024,Dairy Products,41263.0,48331.0,164.0," 1,255 ",35.0,1
Italy,2023,Dairy Products,42229.0,39681.0,191.0, 626 ,41.0,1
Germany,2020,Beverages,4293.0,3863.0,181.0," 1,200 ",65.0,0
Indonesia,2021,Prepared Food,32558.0,36985.0,140.0, 411 ,31.0,1
Germany,2020,Frozen Food,47578.0,43033.0,174.0, 714 ,54.0,1
Spain,2023,Bakery Items,17015.0,19897.0,133.0," 1,041 ",40.0,0
South Africa,2020,Beverages,34621.0,34571.0,109.0," 1,320 ",70.0,1
China,2024,Dairy Products,36318.0,30657.0,104.0," 1,132 ",46.0,1
USA,2024,Meat & Seafood,19352.0,19489.0,77.0," 1,128 ",70.0,0
Brazil,2020,Beverages,19749.0,23429.0,66.0, 833 ,59.0,0
Brazil,2021,Dairy Products,16096.0,17267.0,23.0, 974 ,62.0,0
Turkey,2020,Dairy Products,48758.0,40130.0,187.0," 1,042 ",57.0,1
Brazil,2020,Dairy Products,11959.0,13995.0,48.0, 925 ,60.0,0
Saudi Arabia,2020,Bakery Items,9208.0,9555.0,135.0," 1,070 ",65.0,0
France,2021,Prepared Food,24451.0,26742.0,102.0, 469 ,59.0,1
Italy,2020,Dairy Products,26531.0,26224.0,155.0," 1,385 ",50.0,1
Italy,2024,Beverages,39257.0,43550.0,111.0, 720 ,64.0,1
France,2022,Prepared Food,45022.0,52601.0,193.0, 414 ,38.0,1
USA,2022,Prepared Food,39022.0,36292.0,168.0, 795 ,52.0,1
Brazil,2022,Bakery Items,45076.0,49601.0,59.0," 1,061 ",61.0,1
Australia,2019,Prepared Food,46586.0,48327.0,131.0, 728 ,48.0,1
Russia,2020,Prepared Food,7292.0,7889.0,55.0, 794 ,34.0,0
France,2018,Frozen Food,49713.0,49880.0,137.0," 1,202 ",38.0,1
Turkey,2018,Meat & Seafood,45364.0,43666.0,119.0," 1,116 ",42.0,1
Turkey,2022,Grains & Cereals,16026.0,14500.0,94.0," 1,042 ",51.0,0
South Africa,2018,Frozen Food,36822.0,37779.0,80.0," 1,333 ",68.0,1
Japan,2024,Fruits & Vegetables,6894.0,7326.0,123.0, 313 ,34.0,0
Italy,2023,Fruits & Vegetables,13885.0,14411.0,144.0," 1,163 ",67.0,0
Italy,2022,Bakery Items,43109.0,37809.0,155.0, 414 ,60.0,1
Turkey,2020,Frozen Food,29281.0,30273.0,147.0, 73 ,34.0,1
Russia,2023,Prepared Food,3067.0,3053.0,113.0, 445 ,53.0,0
UK,2019,Fruits & Vegetables,1833.0,1597.0,117.0," 1,078 ",51.0,0
UK,2023,Grains & Cereals,7257.0,5877.0,64.0," 1,184 ",42.0,0
South Korea,2024,Fruits & Vegetables,29882.0,29847.0,169.0, 359 ,49.0,1
Spain,2024,Meat & Seafood,5005.0,4506.0,54.0," 1,308 ",31.0,0
Brazil,2024,Prepared Food,15307.0,15829.0,163.0, 70 ,34.0,0
Brazil,2018,Prepared Food,27177.0,32368.0,37.0, 756 ,31.0,1
India,2023,Beverages,47205.0,48116.0,48.0," 1,181 ",32.0,1
Turkey,2019,Frozen Food,49616.0,58172.0,115.0," 1,286 ",53.0,1
Australia,2020,Fruits & Vegetables,14631.0,12815.0,159.0, 490 ,30.0,0
Spain,2023,Meat & Seafood,25784.0,23359.0,52.0, 358 ,49.0,0
China,2021,Prepared Food,19198.0,22187.0,21.0, 452 ,69.0,0
Japan,2019,Grains & Cereals,31542.0,37330.0,87.0," 1,217 ",55.0,1
Mexico,2022,Grains & Cereals,45819.0,47171.0,130.0," 1,259 ",48.0,1
Italy,2024,Beverages,39380.0,35484.0,136.0, 627 ,31.0,1
Brazil,2022,Bakery Items,14575.0,17266.0,67.0, 806 ,31.0,0
India,2018,Frozen Food,30390.0,36323.0,151.0," 1,359 ",35.0,1
Brazil,2024,Fruits & Vegetables,24519.0,27371.0,103.0," 1,045 ",68.0,1
Canada,2018,Meat & Seafood,5133.0,6001.0,166.0, 159 ,35.0,0
South Korea,2019,Bakery Items,15580.0,13179.0,101.0," 1,017 ",66.0,0
Australia,2021,Frozen Food,44188.0,52053.0,89.0," 1,004 ",40.0,1
Germany,2019,Grains & Cereals,47257.0,43506.0,129.0, 732 ,32.0,1
USA,2018,Frozen Food,49596.0,55464.0,50.0," 1,375 ",68.0,1
UK,2018,Grains & Cereals,15382.0,18117.0,186.0, 568 ,58.0,0
South Africa,2020,Meat & Seafood,35677.0,35522.0,115.0, 895 ,63.0,1
Australia,2021,Bakery Items,12980.0,14460.0,68.0, 170 ,48.0,0
USA,2018,Frozen Food,13138.0,10955.0,32.0, 942 ,39.0,0
Spain,2018,Meat & Seafood,36000.0,41755.0,56.0, 821 ,56.0,1
India,2020,Fruits & Vegetables,43464.0,36088.0,173.0, 22 ,43.0,1
UK,2020,Bakery Items,30748.0,28581.0,178.0," 1,328 ",35.0,1
Brazil,2021,Prepared Food,9982.0,11172.0,92.0, 857 ,56.0,0
Spain,2019,Fruits & Vegetables,25336.0,25053.0,73.0, 548 ,65.0,0
Mexico,2019,Dairy Products,25837.0,25785.0,139.0," 1,154 ",58.0,1
Turkey,2021,Meat & Seafood,20154.0,19736.0,24.0, 565 ,42.0,0
Germany,2021,Prepared Food,5614.0,6293.0,153.0," 1,399 ",60.0,0
Saudi Arabia,2019,Bakery Items,917.0,993.0,136.0, 666 ,68.0,0
UK,2024,Frozen Food,44300.0,43616.0,124.0, 429 ,52.0,1
Canada,2022,Fruits & Vegetables,38189.0,40072.0,50.0, 558 ,51.0,1
Japan,2020,Prepared Food,1175.0,1025.0,80.0, 765 ,42.0,0
Saudi Arabia,2020,Prepared Food,26941.0,30233.0,85.0, 745 ,62.0,1
UK,2021,Meat & Seafood,15318.0,14015.0,103.0," 1,330 ",38.0,0
South Korea,2020,Frozen Food,35826.0,37679.0,189.0, 918 ,33.0,1
Italy,2023,Prepared Food,26233.0,25248.0,31.0, 315 ,69.0,1
Saudi Arabia,2019,Beverages,13488.0,15474.0,114.0, 32 ,67.0,0
India,2022,Grains & Cereals,24589.0,20841.0,143.0, 812 ,46.0,0
Australia,2023,Beverages,12509.0,12719.0,26.0," 1,073 ",31.0,0
Turkey,2022,Frozen Food,39737.0,37233.0,165.0, 506 ,61.0,1
France,2018,Prepared Food,33292.0,35916.0,161.0, 939 ,61.0,1
Canada,2021,Fruits & Vegetables,25147.0,24497.0,99.0," 1,130 ",31.0,0
Germany,2018,Beverages,29556.0,31578.0,57.0," 1,149 ",50.0,1
USA,2019,Prepared Food,24894.0,25787.0,177.0, 821 ,63.0,1
India,2024,Grains & Cereals,21192.0,18305.0,176.0, 330 ,56.0,0
Germany,2019,Bakery Items,10981.0,10432.0,31.0, 225 ,44.0,0
Russia,2023,Dairy Products,16740.0,18538.0,122.0," 1,033 ",54.0,0
Indonesia,2022,Frozen Food,2307.0,1888.0,74.0, 27 ,59.0,0
China,2020,Frozen Food,23749.0,23323.0,109.0, 506 ,40.0,0
Japan,2024,Frozen Food,43484.0,40215.0,102.0," 1,151 ",58.0,1
South Africa,2024,Meat & Seafood,22039.0,21864.0,182.0," 1,311 ",39.0,0
Brazil,2020,Fruits & Vegetables,3581.0,4142.0,32.0, 92 ,66.0,0
Turkey,2024,Grains & Cereals,11433.0,11243.0,57.0," 1,003 ",42.0,0
France,2020,Bakery Items,34051.0,39517.0,122.0, 605 ,38.0,1
Spain,2023,Prepared Food,30415.0,36451.0,86.0, 21 ,41.0,1
South Korea,2018,Dairy Products,14905.0,16442.0,99.0, 726 ,53.0,0
Saudi Arabia,2019,Beverages,44136.0,39449.0,149.0, 230 ,47.0,1
Saudi Arabia,2021,Meat & Seafood,29797.0,28702.0,184.0, 373 ,37.0,1
South Africa,2020,Fruits & Vegetables,5211.0,4179.0,118.0," 1,201 ",50.0,0
Germany,2021,Frozen Food,5095.0,4360.0,185.0, 176 ,39.0,0
Italy,2020,Grains & Cereals,15090.0,17888.0,199.0," 1,018 ",53.0,0
Indonesia,2022,Bakery Items,711.0,575.0,63.0, 897 ,67.0,0
South Korea,2018,Meat & Seafood,19882.0,23480.0,167.0, 312 ,38.0,0
Spain,2019,Prepared Food,40225.0,33392.0,57.0, 976 ,67.0,1
Russia,2018,Grains & Cereals,5515.0,6147.0,46.0, 327 ,67.0,0
Russia,2021,Prepared Food,14252.0,15134.0,131.0, 129 ,48.0,0
Turkey,2018,Beverages,42876.0,34894.0,51.0, 434 ,64.0,1
Germany,2021,Beverages,22302.0,23266.0,143.0," 1,107 ",35.0,0
Italy,2022,Bakery Items,45351.0,44837.0,76.0, 140 ,62.0,1
Russia,2022,Fruits & Vegetables,3276.0,3186.0,128.0, 141 ,54.0,0
Italy,2024,Grains & Cereals,18516.0,17546.0,153.0, 56 ,45.0,0
UK,2022,Frozen Food,45818.0,47475.0,164.0, 423 ,39.0,1
Japan,2020,Beverages,48179.0,39124.0,145.0, 576 ,56.0,1
Argentina,2024,Fruits & Vegetables,11161.0,12095.0,72.0," 1,367 ",56.0,0
Mexico,2021,Bakery Items,23488.0,23062.0,103.0, 421 ,66.0,0
Germany,2024,Fruits & Vegetables,37047.0,40038.0,95.0, 279 ,67.0,1
Russia,2024,Dairy Products,10931.0,12161.0,73.0, 925 ,61.0,0
Saudi Arabia,2019,Prepared Food,21265.0,24179.0,157.0, 120 ,69.0,0
Japan,2019,Grains & Cereals,32290.0,27530.0,92.0, 92 ,42.0,1
Indonesia,2018,Beverages,629.0,624.0,72.0, 797 ,35.0,0
Germany,2021,Dairy Products,15437.0,12420.0,136.0," 1,070 ",41.0,0
Mexico,2021,Prepared Food,3808.0,4108.0,87.0, 14 ,44.0,0
China,2020,Dairy Products,17050.0,14483.0,149.0, 473 ,40.0,0
Indonesia,2021,Meat & Seafood,17465.0,14798.0,86.0," 1,206 ",50.0,0
Australia,2021,Grains & Cereals,8527.0,9162.0,61.0, 370 ,63.0,0
India,2023,Meat & Seafood,34194.0,29599.0,100.0, 710 ,43.0,1
Brazil,2024,Prepared Food,48171.0,54688.0,62.0," 1,050 ",36.0,1
Australia,2023,Bakery Items,1329.0,1220.0,152.0, 516 ,32.0,0
Canada,2020,Dairy Products,46990.0,38729.0,168.0, 827 ,43.0,1
South Africa,2019,Prepared Food,32469.0,31617.0,107.0," 1,177 ",54.0,1
Italy,2019,Grains & Cereals,16598.0,18110.0,23.0," 1,297 ",46.0,0
USA,2021,Beverages,20067.0,19117.0,72.0," 1,283 ",40.0,0
USA,2024,Meat & Seafood,36407.0,38258.0,87.0," 1,026 ",40.0,1
Germany,2020,Bakery Items,11814.0,13569.0,28.0, 425 ,33.0,0
Germany,2024,Beverages,23531.0,24957.0,36.0," 1,363 ",38.0,0
South Africa,2021,Frozen Food,2348.0,2479.0,23.0, 86 ,70.0,0
Indonesia,2019,Meat & Seafood,21638.0,19007.0,50.0," 1,309 ",62.0,0
Australia,2023,Fruits & Vegetables,43828.0,45553.0,174.0, 745 ,33.0,1
Mexico,2019,Meat & Seafood,32117.0,26471.0,129.0, 213 ,57.0,1
Indonesia,2020,Meat & Seafood,32902.0,28886.0,192.0," 1,057 ",51.0,1
China,2020,Fruits & Vegetables,1252.0,1205.0,166.0, 261 ,68.0,0
Italy,2023,Dairy Products,804.0,908.0,140.0, 494 ,45.0,0
Indonesia,2022,Bakery Items,25218.0,21911.0,157.0," 1,152 ",66.0,0
Italy,2024,Meat & Seafood,26533.0,23117.0,111.0, 189 ,62.0,0
Italy,2018,Prepared Food,29200.0,23408.0,33.0, 153 ,49.0,1
South Africa,2022,Fruits & Vegetables,30073.0,30371.0,98.0, 64 ,69.0,1
Russia,2022,Grains & Cereals,22927.0,24140.0,194.0, 966 ,35.0,0
Indonesia,2024,Meat & Seafood,16945.0,18989.0,174.0," 1,221 ",62.0,0
China,2019,Dairy Products,12141.0,12811.0,148.0, 480 ,56.0,0
UK,2021,Dairy Products,18178.0,15920.0,30.0," 1,181 ",47.0,0
UK,2018,Dairy Products,48073.0,39853.0,41.0, 104 ,32.0,1
Mexico,2024,Bakery Items,45967.0,46925.0,181.0," 1,025 ",49.0,1
India,2018,Beverages,2811.0,3118.0,153.0," 1,060 ",57.0,0
Brazil,2023,Fruits & Vegetables,11186.0,11886.0,146.0," 1,354 ",37.0,0
USA,2021,Frozen Food,11461.0,10851.0,73.0," 1,008 ",44.0,0
China,2018,Beverages,4267.0,4843.0,110.0," 1,296 ",40.0,0
Russia,2020,Bakery Items,7854.0,6311.0,157.0," 1,274 ",40.0,0
Argentina,2020,Beverages,16698.0,19560.0,27.0, 549 ,49.0,0
South Korea,2023,Frozen Food,5897.0,6314.0,140.0, 933 ,33.0,0
UK,2019,Bakery Items,25563.0,30520.0,71.0, 973 ,47.0,1
Italy,2018,Dairy Products,39031.0,37517.0,189.0," 1,374 ",62.0,1
Saudi Arabia,2018,Meat & Seafood,9207.0,7509.0,184.0, 137 ,44.0,0
Japan,2020,Frozen Food,12800.0,10999.0,121.0, 750 ,43.0,0
USA,2019,Dairy Products,14661.0,14940.0,102.0," 1,013 ",58.0,0
South Africa,2020,Grains & Cereals,13713.0,15755.0,22.0, 427 ,34.0,0
Australia,2023,Dairy Products,47758.0,52331.0,87.0, 261 ,66.0,1
India,2020,Meat & Seafood,7666.0,8212.0,82.0, 400 ,41.0,0
Turkey,2022,Prepared Food,32959.0,39527.0,148.0, 876 ,39.0,1
Brazil,2022,Fruits & Vegetables,41811.0,49688.0,48.0, 711 ,62.0,1
Canada,2020,Bakery Items,30638.0,35090.0,34.0," 1,067 ",44.0,1
UK,2022,Dairy Products,31151.0,32018.0,61.0, 908 ,51.0,1
Australia,2018,Fruits & Vegetables,796.0,664.0,103.0, 641 ,45.0,0
Turkey,2019,Frozen Food,31776.0,26989.0,136.0, 946 ,46.0,1
France,2018,Fruits & Vegetables,6400.0,5881.0,156.0, 304 ,66.0,0
Spain,2024,Meat & Seafood,3336.0,2697.0,173.0," 1,281 ",48.0,0
Mexico,2021,Meat & Seafood,32270.0,32056.0,140.0, 714 ,30.0,1
Canada,2023,Prepared Food,40958.0,45228.0,101.0," 1,257 ",44.0,1
Australia,2018,Beverages,31406.0,33856.0,195.0," 1,233 ",65.0,1
Argentina,2018,Grains & Cereals,22509.0,23766.0,158.0, 751 ,68.0,0
Canada,2024,Bakery Items,15633.0,15697.0,139.0," 1,331 ",33.0,0
Japan,2021,Dairy Products,47921.0,53948.0,159.0, 51 ,48.0,1
Australia,2018,Meat & Seafood,19896.0,19570.0,113.0," 1,042 ",40.0,0
Canada,2019,Beverages,5948.0,5771.0,124.0, 360 ,31.0,0
Germany,2024,Prepared Food,34320.0,34261.0,198.0, 733 ,50.0,1
UK,2022,Prepared Food,1364.0,1239.0,179.0," 1,203 ",36.0,0
Italy,2021,Beverages,4772.0,5400.0,125.0, 491 ,55.0,0
Indonesia,2020,Beverages,11831.0,9645.0,171.0, 933 ,62.0,0
Italy,2020,Bakery Items,20054.0,20909.0,147.0," 1,029 ",65.0,0
Australia,2020,Dairy Products,24923.0,22753.0,24.0, 367 ,34.0,0
UK,2019,Prepared Food,24926.0,23777.0,76.0, 23 ,45.0,0
Australia,2024,Fruits & Vegetables,48289.0,47936.0,125.0, 216 ,32.0,1
India,2018,Dairy Products,49713.0,49858.0,189.0, 700 ,43.0,1
Saudi Arabia,2023,Bakery Items,36777.0,41808.0,185.0," 1,336 ",36.0,1
Italy,2020,Dairy Products,10944.0,8850.0,151.0, 912 ,64.0,0
Indonesia,2023,Frozen Food,13012.0,14988.0,46.0, 17 ,69.0,0
Italy,2018,Fruits & Vegetables,36987.0,40095.0,163.0, 585 ,30.0,1
Turkey,2018,Prepared Food,20497.0,19769.0,155.0, 53 ,43.0,0
France,2021,Meat & Seafood,48643.0,45213.0,53.0, 705 ,69.0,1
Germany,2020,Bakery Items,27535.0,24000.0,48.0," 1,078 ",64.0,1
South Africa,2020,Dairy Products,41432.0,41127.0,159.0, 822 ,37.0,1
India,2021,Beverages,20352.0,17290.0,55.0, 222 ,49.0,0
Brazil,2024,Bakery Items,10228.0,9615.0,52.0, 108 ,61.0,0
Italy,2021,Fruits & Vegetables,30808.0,33063.0,196.0, 688 ,42.0,1
Japan,2019,Fruits & Vegetables,3968.0,3362.0,85.0, 726 ,47.0,0
Argentina,2019,Bakery Items,6651.0,7579.0,163.0," 1,084 ",58.0,0
Japan,2023,Bakery Items,28725.0,29908.0,136.0," 1,383 ",49.0,1
Italy,2024,Fruits & Vegetables,39364.0,38204.0,55.0, 323 ,63.0,1
India,2020,Dairy Products,19867.0,20453.0,34.0, 679 ,62.0,0
Russia,2024,Bakery Items,19934.0,22347.0,165.0," 1,115 ",52.0,0
Argentina,2020,Meat & Seafood,43793.0,47572.0,116.0, 635 ,62.0,1
Russia,2021,Bakery Items,20784.0,19901.0,84.0," 1,211 ",67.0,0
Russia,2021,Bakery Items,20580.0,19233.0,60.0," 1,230 ",34.0,0
Indonesia,2020,Fruits & Vegetables,13335.0,11011.0,75.0," 1,066 ",65.0,0
USA,2018,Fruits & Vegetables,43789.0,44878.0,200.0," 1,324 ",54.0,1
Germany,2023,Beverages,24882.0,22405.0,82.0, 452 ,31.0,0
Turkey,2020,Frozen Food,48461.0,45557.0,179.0," 1,372 ",50.0,1
Germany,2020,Prepared Food,4543.0,5199.0,155.0, 680 ,68.0,0
Indonesia,2019,Bakery Items,7066.0,7319.0,155.0, 23 ,64.0,0
UK,2020,Fruits & Vegetables,48896.0,42855.0,75.0, 483 ,52.0,1
Germany,2021,Bakery Items,4247.0,3555.0,41.0," 1,118 ",52.0,0
Saudi Arabia,2024,Meat & Seafood,23485.0,26696.0,112.0, 627 ,66.0,0
China,2018,Dairy Products,21887.0,21929.0,55.0, 982 ,70.0,0
Spain,2023,Prepared Food,13772.0,12966.0,199.0," 1,244 ",40.0,0
Australia,2022,Dairy Products,4506.0,4669.0,49.0, 811 ,44.0,0
Turkey,2024,Grains & Cereals,26605.0,28734.0,194.0, 999 ,44.0,1
Germany,2019,Beverages,17981.0,16578.0,136.0, 172 ,32.0,0
South Africa,2019,Meat & Seafood,37792.0,36116.0,180.0, 847 ,68.0,1
China,2021,Grains & Cereals,32634.0,30546.0,122.0," 1,083 ",57.0,1
Argentina,2019,Beverages,9291.0,7800.0,158.0, 202 ,60.0,0
Italy,2023,Dairy Products,2591.0,2539.0,184.0, 894 ,63.0,0
Canada,2019,Meat & Seafood,44477.0,37884.0,115.0, 482 ,40.0,1
UK,2020,Beverages,47383.0,46675.0,88.0, 293 ,69.0,1
Germany,2024,Fruits & Vegetables,13107.0,14142.0,134.0, 488 ,33.0,0
Turkey,2021,Fruits & Vegetables,22876.0,18501.0,122.0," 1,211 ",31.0,0
Australia,2024,Meat & Seafood,24659.0,21150.0,191.0, 987 ,56.0,0
South Africa,2021,Meat & Seafood,47795.0,51508.0,24.0," 1,385 ",45.0,1
South Africa,2022,Frozen Food,27412.0,24286.0,29.0," 1,032 ",38.0,1
Turkey,2022,Bakery Items,11755.0,13589.0,38.0," 1,326 ",40.0,0
Italy,2024,Frozen Food,25751.0,27544.0,82.0, 169 ,60.0,1
India,2020,Grains & Cereals,38788.0,38234.0,172.0, 933 ,64.0,1
Australia,2019,Prepared Food,47214.0,41480.0,120.0, 634 ,34.0,1
Saudi Arabia,2022,Bakery Items,34879.0,28723.0,110.0," 1,393 ",42.0,1
Saudi Arabia,2018,Frozen Food,14348.0,13177.0,81.0, 97 ,35.0,0
Turkey,2018,Beverages,25357.0,29459.0,86.0, 531 ,36.0,1
Spain,2020,Meat & Seafood,37724.0,38936.0,174.0," 1,320 ",33.0,1
Mexico,2024,Prepared Food,25896.0,27821.0,62.0, 914 ,46.0,1
Mexico,2024,Frozen Food,16759.0,14836.0,159.0, 636 ,40.0,0
UK,2018,Fruits & Vegetables,45708.0,44084.0,27.0, 800 ,61.0,1
Russia,2019,Bakery Items,34129.0,28172.0,188.0, 283 ,45.0,1
South Korea,2018,Grains & Cereals,36277.0,36781.0,195.0, 288 ,48.0,1
France,2019,Meat & Seafood,16631.0,13435.0,142.0, 413 ,46.0,0
Argentina,2020,Frozen Food,39921.0,42416.0,51.0," 1,127 ",57.0,1
South Africa,2019,Dairy Products,8023.0,6769.0,81.0," 1,122 ",51.0,0
Argentina,2023,Fruits & Vegetables,33831.0,30292.0,171.0, 794 ,63.0,1
China,2018,Bakery Items,13233.0,12779.0,87.0, 418 ,41.0,0
South Africa,2024,Grains & Cereals,25462.0,20703.0,152.0, 958 ,53.0,0
Indonesia,2018,Meat & Seafood,12287.0,12618.0,88.0," 1,125 ",47.0,0
Canada,2018,Frozen Food,1581.0,1655.0,73.0, 875 ,48.0,0
USA,2020,Fruits & Vegetables,33217.0,33519.0,190.0, 455 ,64.0,1
Brazil,2022,Fruits & Vegetables,5882.0,5929.0,196.0, 230 ,63.0,0
Argentina,2022,Bakery Items,11948.0,12681.0,56.0," 1,179 ",66.0,0
Japan,2018,Grains & Cereals,29883.0,26780.0,65.0, 443 ,65.0,1
Mexico,2018,Meat & Seafood,20410.0,17866.0,135.0, 423 ,60.0,0
Germany,2019,Frozen Food,22346.0,24910.0,163.0, 685 ,34.0,0
Brazil,2020,Prepared Food,42577.0,41658.0,131.0," 1,278 ",39.0,1
Mexico,2022,Grains & Cereals,8949.0,8543.0,28.0, 606 ,48.0,0
Russia,2018,Meat & Seafood,48739.0,56192.0,28.0, 219 ,65.0,1
China,2020,Bakery Items,38564.0,32659.0,26.0, 362 ,55.0,1
Saudi Arabia,2018,Beverages,17772.0,17461.0,57.0, 831 ,62.0,0
USA,2023,Grains & Cereals,9800.0,9999.0,130.0, 158 ,39.0,0
Russia,2022,Fruits & Vegetables,14860.0,14173.0,81.0," 1,244 ",65.0,0
South Africa,2021,Bakery Items,17656.0,20512.0,51.0, 772 ,52.0,0
UK,2022,Meat & Seafood,41284.0,42195.0,78.0, 514 ,46.0,1
Saudi Arabia,2022,Frozen Food,33559.0,36202.0,44.0," 1,099 ",66.0,1
Germany,2020,Dairy Products,23151.0,22696.0,151.0, 362 ,58.0,0
Germany,2021,Frozen Food,43396.0,42356.0,149.0, 690 ,37.0,1
Turkey,2019,Meat & Seafood,35461.0,32537.0,93.0, 79 ,68.0,1
Germany,2021,Frozen Food,5170.0,5686.0,52.0, 484 ,64.0,0
China,2020,Grains & Cereals,47836.0,53057.0,129.0, 637 ,42.0,1
Australia,2024,Beverages,19598.0,21349.0,135.0, 647 ,33.0,0
Australia,2020,Prepared Food,47574.0,39244.0,113.0, 631 ,61.0,1
USA,2022,Grains & Cereals,11480.0,12719.0,145.0, 455 ,34.0,0
Spain,2020,Prepared Food,23830.0,25819.0,139.0, 302 ,46.0,0
India,2020,Prepared Food,33229.0,36468.0,199.0, 825 ,39.0,1
France,2020,Meat & Seafood,11243.0,12224.0,193.0, 19 ,68.0,0
Argentina,2018,Meat & Seafood,34591.0,29375.0,194.0, 177 ,38.0,1
China,2024,Frozen Food,6523.0,5334.0,164.0, 576 ,59.0,0
Australia,2024,Grains & Cereals,6128.0,5387.0,88.0, 250 ,60.0,0
Argentina,2019,Meat & Seafood,33663.0,38716.0,38.0," 1,199 ",31.0,1
Russia,2023,Dairy Products,31553.0,27883.0,92.0," 1,356 ",48.0,1
India,2022,Frozen Food,38353.0,36720.0,55.0," 1,118 ",53.0,1
Germany,2019,Fruits & Vegetables,4730.0,5486.0,90.0, 11 ,51.0,0
Russia,2024,Dairy Products,3772.0,3221.0,42.0," 1,375 ",39.0,0
Turkey,2020,Beverages,16450.0,13205.0,71.0, 397 ,61.0,0
Brazil,2020,Grains & Cereals,45538.0,44767.0,145.0, 489 ,60.0,1
Saudi Arabia,2024,Bakery Items,40281.0,45345.0,141.0, 607 ,54.0,1
South Africa,2021,Grains & Cereals,6385.0,5825.0,23.0, 698 ,45.0,0
Canada,2019,Beverages,40587.0,47867.0,180.0, 796 ,53.0,1
USA,2021,Dairy Products,28583.0,23209.0,96.0, 328 ,53.0,1
Indonesia,2018,Meat & Seafood,12401.0,11449.0,100.0, 322 ,43.0,0
Argentina,2020,Dairy Products,1402.0,1257.0,61.0," 1,232 ",53.0,0
Indonesia,2020,Meat & Seafood,30545.0,25240.0,175.0," 1,191 ",37.0,1
China,2023,Grains & Cereals,38744.0,31808.0,123.0, 603 ,31.0,1
UK,2022,Fruits & Vegetables,8352.0,7852.0,50.0," 1,109 ",37.0,0
Saudi Arabia,2018,Dairy Products,29589.0,30076.0,150.0," 1,183 ",57.0,1
South Africa,2019,Prepared Food,20653.0,18253.0,104.0, 450 ,47.0,0
India,2020,Fruits & Vegetables,32653.0,35166.0,134.0, 23 ,44.0,1
Mexico,2019,Dairy Products,13539.0,12306.0,186.0," 1,074 ",43.0,0
Indonesia,2019,Meat & Seafood,3614.0,3088.0,137.0, 349 ,58.0,0
Brazil,2020,Grains & Cereals,22568.0,22704.0,124.0, 826 ,51.0,0
Japan,2018,Meat & Seafood,43768.0,45523.0,54.0," 1,138 ",34.0,1
Turkey,2018,Prepared Food,9006.0,8001.0,173.0," 1,055 ",60.0,0
France,2020,Frozen Food,45559.0,47508.0,138.0, 365 ,36.0,1
Indonesia,2022,Frozen Food,20372.0,21673.0,142.0, 759 ,57.0,0
Brazil,2022,Prepared Food,18814.0,16286.0,90.0," 1,387 ",36.0,0
Brazil,2023,Beverages,25256.0,29351.0,160.0, 644 ,37.0,1
Japan,2022,Frozen Food,24801.0,28942.0,95.0," 1,060 ",68.0,1
Indonesia,2018,Dairy Products,24221.0,20619.0,94.0, 252 ,47.0,0
Japan,2024,Beverages,7290.0,6996.0,131.0, 503 ,57.0,0
Japan,2018,Bakery Items,27534.0,29111.0,163.0, 693 ,70.0,1
Italy,2021,Bakery Items,4406.0,4760.0,116.0, 74 ,48.0,0
Australia,2023,Meat & Seafood,19342.0,19007.0,176.0, 985 ,66.0,0
South Korea,2023,Prepared Food,4171.0,3904.0,130.0," 1,046 ",33.0,0
India,2019,Bakery Items,23729.0,23191.0,30.0," 1,145 ",60.0,0
Canada,2023,Bakery Items,34601.0,33104.0,185.0, 478 ,61.0,1
